Location ID,Location,Value
VA-041,Chesterfield County,59.3
VA-043,Clarke County,55.2
VA-045,Craig County,53.8
VA-047,Culpeper County,57
VA-049,Cumberland County,58.6
VA-051,Dickenson County,55.1
VA-053,Dinwiddie County,59.8
VA-057,Essex County,58.8
VA-059,Fairfax County,57.5
VA-061,Fauquier County,56.3
VA-063,Floyd County,53
VA-065,Fluvanna County,58.2
VA-067,Franklin County,57.2
VA-069,Frederick County,54.4
VA-071,Giles County,53.3
VA-073,Gloucester County,60.4
VA-075,Goochland County,58.2
VA-077,Grayson County,51.8
VA-079,Greene County,56.1
VA-081,Greensville County,60.5
VA-083,Halifax County,58.8
VA-085,Hanover County,58.6
VA-087,Henrico County,59.4
VA-089,Henry County,58.2
VA-091,Highland County,50.5
VA-093,Isle of Wight County,61
VA-095,James City County,60.7
VA-097,King and Queen County,59.2
VA-099,King George County,58.9
VA-101,King William County,59.2
VA-103,Lancaster County,59.3
VA-105,Lee County,55.7
VA-107,Loudoun County,56.1
VA-109,Louisa County,57.4
VA-111,Lunenburg County,58.9
VA-113,Madison County,55.8
VA-115,Mathews County,60.3
VA-117,Mecklenburg County,59.5
VA-119,Middlesex County,59.6
VA-121,Montgomery County,54.5
VA-125,Nelson County,56.3
VA-127,New Kent County,59.7
VA-131,Northampton County,60.4
VA-133,Northumberland County,58.9
VA-135,Nottoway County,59.1
VA-137,Orange County,57.2
VA-139,Page County,54.4
VA-141,Patrick County,56.3
VA-143,Pittsylvania County,58.2
VA-145,Powhatan County,58.6
VA-147,Prince Edward County,58.4
VA-149,Prince George County,60.5
VA-153,Prince William County,57.8
VA-155,Pulaski County,54.3
VA-157,Rappahannock County,55
VA-159,Richmond County,58.8
VA-161,Roanoke County,56.1
VA-163,Rockbridge County,55.2
VA-165,Rockingham County,54.4
VA-167,Russell County,54.9
VA-169,Scott County,56.4
VA-171,Shenandoah County,54.5
VA-173,Smyth County,53.2
VA-175,Southampton County,60.6
VA-177,Spotsylvania County,57.3
VA-179,Stafford County,58.2
VA-181,Surry County,60.9
VA-183,Sussex County,60.5
VA-185,Tazewell County,52.6
VA-187,Warren County,54.7
VA-191,Washington County,55.5
VA-193,Westmoreland County,58.8
VA-195,Wise County,53.9
VA-197,Wythe County,53.4
VA-199,York County,61
VA-510,Alexandria City,58.4
VA-520,Bristol City,57
VA-530,Buena Vista City,56.4
VA-540,Charlottesville City,58
VA-550,Chesapeake City,61.4
VA-570,Colonial Heights City,60
VA-580,Covington City,55.3
VA-590,Danville City,59.1
VA-595,Emporia City,60.5
VA-600,Fairfax City,57.1
VA-610,Falls Church City,57.2
VA-620,Franklin City,60.6
VA-630,Fredericksburg City,57.9
VA-640,Galax City,53.7
VA-650,Hampton City,61.6
VA-660,Harrisonburg City,55.5
VA-670,Hopewell City,60.3
VA-680,Lynchburg City,57.8
VA-683,Manassas City,57.6
VA-685,Manassas Park City,57.6
VA-690,Martinsville City,58.2
VA-700,Newport News City,61.4
VA-710,Norfolk City,62.1
VA-720,Norton City,53.9
VA-730,Petersburg City,60
VA-735,Poquoson City,61.4
VA-740,Portsmouth City,62
VA-750,Radford City,54.8
VA-760,Richmond City,59.3
VA-770,Roanoke City,57.6
VA-775,Salem City,57.5
VA-790,Staunton City,55.2
VA-800,Suffolk City,60.9
VA-810,Virginia Beach City,61.7
VA-820,Waynesboro City,55.6
VA-830,Williamsburg City,60.8
VA-840,Winchester City,54.8
WA-001,Adams County,49.9
WA-003,Asotin County,49.3
WA-005,Benton County,53
WA-007,Chelan County,43.8
WA-009,Clallam County,48
WA-011,Clark County,52.5
WA-013,Columbia County,48.8
WA-015,Cowlitz County,50.4
WA-017,Douglas County,48.4
WA-019,Ferry County,43.4
WA-021,Franklin County,52.4
WA-023,Garfield County,49.2
WA-025,Grant County,51.1
WA-027,Grays Harbor County,50.3
WA-029,Island County,51.5
WA-031,Jefferson County,46.2
WA-033,King County,48.4
WA-035,Kitsap County,52.3
WA-037,Kittitas County,45.9
WA-039,Klickitat County,49.4
WA-041,Lewis County,48
WA-043,Lincoln County,47
WA-045,Mason County,49.8
WA-047,Okanogan County,43.3
WA-049,Pacific County,50.7
WA-051,Pend Oreille County,43.1
WA-053,Pierce County,47.7
WA-055,San Juan County,51.1
WA-057,Skagit County,46.4
WA-059,Skamania County,46.4
WA-061,Snohomish County,46.9
WA-063,Spokane County,47.9
WA-065,Stevens County,45.5
WA-067,Thurston County,51.3
WA-069,Wahkiakum County,50.8
WA-071,Walla Walla County,53
WA-073,Whatcom County,45
WA-075,Whitman County,49.8
WA-077,Yakima County,47.4
WV-001,Barbour County,53.6
WV-003,Berkeley County,54.8
WV-005,Boone County,55.9
WV-007,Braxton County,55.2
WV-009,Brooke County,52.6
WV-011,Cabell County,56.6
WV-013,Calhoun County,55
WV-015,Clay County,55.5
WV-017,Doddridge County,54.4
WV-019,Fayette County,53.5
WV-021,Gilmer County,55.1
WV-023,Grant County,52.2
WV-025,Greenbrier County,51.5
WV-027,Hampshire County,53.7
WV-029,Hancock County,51.8
WV-031,Hardy County,53.1
WV-033,Harrison County,54.6
WV-035,Jackson County,55.4
WV-037,Jefferson County,55.2
WV-039,Kanawha County,56.2
WV-041,Lewis County,55
WV-043,Lincoln County,57
WV-045,Logan County,56.5
WV-047,McDowell County,54.7
WV-049,Marion County,53.7
WV-051,Marshall County,52.8
WV-053,Mason County,55.1
WV-055,Mercer County,52.5
WV-057,Mineral County,53.7
WV-059,Mingo County,57
WV-061,Monongalia County,53
WV-063,Monroe County,53.4
WV-065,Morgan County,54.1
WV-067,Nicholas County,53
WV-069,Ohio County,52.7
WV-071,Pendleton County,51.5
WV-073,Pleasants County,54.4
WV-075,Pocahontas County,48.6
WV-077,Preston County,51.1
WV-079,Putnam County,56.4
WV-081,Raleigh County,53.1
WV-083,Randolph County,49.7
WV-085,Ritchie County,54.6
WV-087,Roane County,55.3
WV-089,Summers County,53.9
WV-091,Taylor County,53.9
WV-093,Tucker County,50
WV-095,Tyler County,54.1
WV-097,Upshur County,53.6
WV-099,Wayne County,56.9
WV-101,Webster County,51.3
WV-103,Wetzel County,53.4
WV-105,Wirt County,54.9
WV-107,Wood County,55.2
WV-109,Wyoming County,54.5
WI-001,Adams County,45.4
WI-003,Ashland County,40.3
WI-005,Barron County,42.4
WI-007,Bayfield County,40.7
WI-009,Brown County,45.6
WI-011,Buffalo County,45.6
WI-013,Burnett County,42.3
WI-015,Calumet County,45.9
WI-017,Chippewa County,43.3
WI-019,Clark County,43.5
WI-021,Columbia County,46.7
WI-023,Crawford County,47
WI-025,Dane County,47.3
WI-027,Dodge County,46.1
WI-029,Door County,44.1
WI-031,Douglas County,40.8
WI-033,Dunn County,44.2
WI-035,Eau Claire County,44.4
WI-037,Florence County,40.7
WI-039,Fond du Lac County,45.9
WI-041,Forest County,40
WI-043,Grant County,47.3
WI-045,Green County,47.8
WI-047,Green Lake County,46.1
WI-049,Iowa County,46.9
WI-051,Iron County,39.3
WI-053,Jackson County,44.8
WI-055,Jefferson County,47.5
WI-057,Juneau County,45.2
WI-059,Kenosha County,48.7
WI-061,Kewaunee County,45
WI-063,La Crosse County,46.1
WI-065,Lafayette County,47.4
WI-067,Langlade County,41.1
WI-069,Lincoln County,41.4
WI-071,Manitowoc County,45.6
WI-073,Marathon County,43.1
WI-075,Marinette County,42.8
WI-077,Marquette County,46.1
WI-078,Menominee County,43.3
WI-079,Milwaukee County,48.3
WI-081,Monroe County,44.4
WI-083,Oconto County,43.7
WI-085,Oneida County,40
WI-087,Outagamie County,45.6
WI-089,Ozaukee County,46.8
WI-091,Pepin County,45.2
WI-093,Pierce County,44.3
WI-095,Polk County,43
WI-097,Portage County,44.5
WI-099,Price County,40.4
WI-101,Racine County,48.2
WI-103,Richland County,46.6
WI-105,Rock County,48.1
WI-107,Rusk County,41.8
WI-109,St. Croix County,44
WI-111,Sauk County,46.5
WI-113,Sawyer County,40.8
WI-115,Shawano County,44.3
WI-117,Sheboygan County,46
WI-119,Taylor County,41.7
WI-121,Trempealeau County,45.6
WI-123,Vernon County,45.6
WI-125,Vilas County,39.2
WI-127,Walworth County,47.8
WI-129,Washburn County,41.4
WI-131,Washington County,45.9
WI-133,Waukesha County,47.3
WI-135,Waupaca County,45.2
WI-137,Waushara County,45.4
WI-139,Winnebago County,46.2
WI-141,Wood County,44.3
WY-001,Albany County,41.8
WY-003,Big Horn County,43.8
WY-005,Campbell County,45
WY-007,Carbon County,42.6
WY-009,Converse County,45
WY-011,Crook County,44.2
WY-013,Fremont County,41.5
WY-015,Goshen County,48
WY-017,Hot Springs County,43.7
WY-019,Johnson County,44
WY-021,Laramie County,46.7
WY-023,Lincoln County,39.3
WY-025,Natrona County,44.2
WY-027,Niobrara County,46.2
WY-029,Park County,39.5
WY-031,Platte County,47.3
WY-033,Sheridan County,43.4
WY-035,Sublette County,36.5
WY-037,Sweetwater County,42.7
WY-039,Teton County,35.9
WY-041,Uinta County,40.7
WY-043,Washakie County,44.8
WY-045,Weston County,44.9
AK-013,Aleutians East Borough,39.5
AK-016,Aleutians West Census Area,40
AK-020,Anchorage Municipality,33.2
AK-050,Bethel Census Area,33
AK-060,Bristol Bay Borough,37.4
AK-063,Chugach Census Area,33.3
AK-066,Copper River Census Area,25.9
AK-068,Denali Borough,28.1
AK-070,Dillingham Census Area,35.5
AK-090,Fairbanks North Star Borough,28.8
AK-100,Haines Borough,33.8
AK-105,Hoonah-Angoon Census Area,37.2
AK-110,Juneau City and Borough,34.2
AK-122,Kenai Peninsula Borough,34.6
AK-130,Ketchikan Gateway Borough,40.5
AK-150,Kodiak Island Borough,39.4
AK-158,Kusilvak Census Area,32
AK-164,Lake and Peninsula Borough,36.7
AK-170,Matanuska-Susitna Borough,30.2
AK-180,Nome Census Area,27.8
AK-185,North Slope Borough,17.9
AK-188,Northwest Arctic Borough,25
AK-195,Petersburg Borough,36.5
AK-198,Prince of Wales-Hyder Census Area,43.1
AK-220,Sitka City and Borough,40.7
AK-230,Skagway Municipality,30.9
AK-240,Southeast Fairbanks Census Area,25.7
AK-275,Wrangell City and Borough,40
AK-282,Yakutat City and Borough,33.9
AK-290,Yukon-Koyukuk Census Area,27.2
