,County & State,FIPS,2017,2018,2019,2020,2021
1100,"McLean County,  Kentucky",21149,103675,101077,104248,110727,116652
1101,"Christian County,  Kentucky",21047,110239,133453,128430,137981,147087
1102,"Trigg County,  Kentucky",21221,122277,129867,130316,138516,147658
1103,"Acadia Parish,  Louisiana",22001,100425,99748,112605,120824,124548
1104,"Allen Parish,  Louisiana",22003,89500,86755,97236,99833,102910
1105,"Assumption Parish,  Louisiana",22007,118414,117243,118251,121438,125181
1106,"Avoyelles Parish,  Louisiana",22009,98770,92689,101836,106694,109982
1107,"Beauregard Parish,  Louisiana",22011,114882,117856,121910,130552,134575
1108,"Bienville Parish,  Louisiana",22013,76809,77752,75593,77716,80112
1109,"Caldwell Parish,  Louisiana",22021,71070,69363,77475,79150,81589
1110,"Catahoula Parish,  Louisiana",22025,78464,80515,85839,91130,93939
1111,"Claiborne Parish,  Louisiana",22027,81333,75808,80298,79969,82434
1112,"Concordia Parish,  Louisiana",22029,85417,80310,87826,82529,85073
1113,"East Carroll Parish,  Louisiana",22035,54406,69772,79043,78638,81062
1114,"Evangeline Parish,  Louisiana",22039,92590,92075,96399,98912,101961
1115,"Franklin Parish,  Louisiana",22041,87513,85119,89917,90106,92883
1116,"Iberia Parish,  Louisiana",22045,100286,125427,134771,118367,122015
1117,"Jackson Parish,  Louisiana",22049,85196,86346,91171,91642,94467
1118,"Jefferson Davis Parish,  Louisiana",22053,101418,104147,116683,116728,120326
1119,"LaSalle Parish,  Louisiana",22059,77581,78468,83644,95226,98161
1120,"Lincoln Parish,  Louisiana",22061,139161,149265,157459,158197,163074
1121,"Madison Parish,  Louisiana",22065,68091,65578,68483,79969,82434
1122,"Morehouse Parish,  Louisiana",22067,88948,86858,95040,93280,96155
1123,"Natchitoches Parish,  Louisiana",22069,112455,116731,128184,140688,145025
1124,"Red River Parish,  Louisiana",22081,91596,87881,84480,80583,83067
1125,"Richland Parish,  Louisiana",22083,91045,88904,91171,94099,97000
1126,"Sabine Parish,  Louisiana",22085,88175,86142,96504,96557,99533
1127,"St. James Parish,  Louisiana",22093,142582,139546,159445,162293,167295
1128,"St. Landry Parish,  Louisiana",22097,93585,111616,135084,115397,118954
1129,"St. Mary Parish,  Louisiana",22101,102523,99237,111037,109458,112832
1130,"Tangipahoa Parish,  Louisiana",22105,143101,161132,170215,184103,189778
1131,"Tensas Parish,  Louisiana",22107,59813,63634,71724,67989,70085
1132,"Vermilion Parish,  Louisiana",22113,108261,108137,119506,125124,128981
1133,"Vernon Parish,  Louisiana",22115,108150,119289,124315,122155,125920
1134,"Washington Parish,  Louisiana",22117,87845,86551,92531,103417,106605
1135,"Webster Parish,  Louisiana",22119,90273,83482,87094,83450,86023
1136,"West Carroll Parish,  Louisiana",22123,73718,81231,91067,92461,95311
1137,"Winn Parish,  Louisiana",22127,80671,74376,81866,79559,82011
1138,"Ouachita Parish,  Louisiana",22073,137948,154547,167253,152096,156270
1139,"Union Parish,  Louisiana",22111,98842,90603,101272,90628,93115
1140,"Bossier Parish,  Louisiana",22015,173667,169592,167030,179158,182305
1141,"Caddo Parish,  Louisiana",22017,149035,148293,149972,161294,164127
1142,"De Soto Parish,  Louisiana",22031,104173,109478,116063,121827,123967
1143,"Lafayette Parish,  Louisiana",22055,178787,189235,199447,198822,201870
1144,"St. Martin Parish,  Louisiana",22099,111153,114950,125234,129270,131252
1145,"Lafourche Parish,  Louisiana",22057,154191,158343,162638,164876,166153
1146,"Terrebonne Parish,  Louisiana",22109,139520,152978,158861,170761,172083
1147,"Ascension Parish,  Louisiana",22005,196114,218579,228667,230828,237848
1148,"East Baton Rouge Parish,  Louisiana",22033,203068,198068,206884,213953,220460
1149,"East Feliciana Parish,  Louisiana",22037,142711,128557,124089,142465,146798
1150,"Iberville Parish,  Louisiana",22047,126542,132079,148453,146965,151434
1151,"Livingston Parish,  Louisiana",22063,170757,169061,175604,185010,190637
1152,"Pointe Coupee Parish,  Louisiana",22077,130023,128971,135961,145840,150276
1153,"St. Helena Parish,  Louisiana",22091,88029,80180,89712,102374,105488
1154,"West Baton Rouge Parish,  Louisiana",22121,182458,183357,197593,204544,210765
1155,"West Feliciana Parish,  Louisiana",22125,211315,217128,211117,234715,241853
1156,"Jefferson Parish,  Louisiana",22051,194262,190214,202308,208728,216742
1157,"Orleans Parish,  Louisiana",22071,232172,234855,256074,253247,262970
1158,"Plaquemines Parish,  Louisiana",22075,178593,171038,182594,198719,206348
1159,"St. Bernard Parish,  Louisiana",22087,149499,143511,150123,157745,163801
1160,"St. Charles Parish,  Louisiana",22089,211943,191554,199567,210292,218366
1161,"St. John the Baptist Parish,  Louisiana",22095,172498,157532,160877,160456,166616
1162,"St. Tammany Parish,  Louisiana",22103,219214,220937,241209,242196,251494
1163,"Grant Parish,  Louisiana",22043,89388,95650,110767,105260,109504
1164,"Rapides Parish,  Louisiana",22079,143408,145314,161277,149848,155889
1165,"Calcasieu Parish,  Louisiana",22019,152026,172864,170703,165424,172024
1166,"Cameron Parish,  Louisiana",22023,114520,115555,119723,118942,123688
1167,"Aroostook County,  Maine",23003,109132,103961,105265,98928,106670
1168,"Franklin County,  Maine",23007,137579,140295,151093,147286,158813
1169,"Hancock County,  Maine",23009,210509,213377,230450,224090,241627
1170,"Kennebec County,  Maine",23011,159090,167881,170143,178366,192325
1171,"Knox County,  Maine",23013,209129,205452,225116,224828,242423
1172,"Lincoln County,  Maine",23015,216665,218112,232192,226935,244694
1173,"Oxford County,  Maine",23017,143842,141222,154795,151817,163698
1174,"Piscataquis County,  Maine",23021,116453,119503,123879,115364,124392
1175,"Somerset County,  Maine",23025,113906,111166,122355,121896,131435
1176,"Waldo County,  Maine",23027,167515,164484,175151,171729,185168
1177,"Washington County,  Maine",23029,113482,113224,120287,118419,127686
1178,"Penobscot County,  Maine",23019,146859,143370,156873,161587,173420
1179,"Cumberland County,  Maine",23005,283272,288999,309830,318889,344469
1180,"Sagadahoc County,  Maine",23023,215811,210777,211008,227290,245523
1181,"York County,  Maine",23031,258338,262150,276679,291515,314900
1182,"Androscoggin County,  Maine",23001,161238,160725,170513,183073,200906
1183,"Allegany County,  Maryland",24001,120377,116032,119692,129350,131682
1184,"Somerset County,  Maryland",24039,160109,136102,145653,145966,155932
1185,"Wicomico County,  Maryland",24045,184224,173920,180327,204731,218707
1186,"Caroline County,  Maryland",24011,201161,206835,208049,211757,224299
1187,"Dorchester County,  Maryland",24019,195332,184322,186890,191679,203032
1188,"Garrett County,  Maryland",24023,172023,171780,176884,181850,192620
1189,"Kent County,  Maryland",24029,257253,244049,254538,261324,276801
1190,"St. Mary's County,  Maryland",24037,308299,302235,322914,335361,355223
1191,"Talbot County,  Maryland",24041,332494,335440,345533,352197,373056
1192,"Worcester County,  Maryland",24047,252986,259161,266212,274187,290425
1193,"Anne Arundel County,  Maryland",24003,360566,373552,388602,385595,405174
1194,"Baltimore County,  Maryland",24005,260808,269326,282401,285018,299491
1195,"Carroll County,  Maryland",24013,344721,349181,364642,369195,387942
1196,"Harford County,  Maryland",24025,302921,303342,310966,320412,336682
1197,"Howard County,  Maryland",24027,459698,460977,498675,500391,525799
1198,"Queen Anne's County,  Maryland",24035,369471,355922,364119,366497,385106
1199,"Baltimore city,  Maryland",24510,162197,160123,175572,185895,195334
1200,"Calvert County,  Maryland",24009,369506,371128,378293,385769,406378
1201,"Charles County,  Maryland",24017,308083,332073,332794,340103,358272
1202,"Frederick County,  Maryland",24021,333658,348885,353457,357954,377077
1203,"Montgomery County,  Maryland",24031,508192,498945,510305,515708,543258
1204,"Prince George's County,  Maryland",24033,291282,312963,334464,346849,365379
1205,"Cecil County,  Maryland",24015,263624,249687,255350,270327,284803
1206,"Washington County,  Maryland",24043,211693,234490,221532,223082,236055
1207,"Dukes County,  Massachusetts",25007,715409,722518,698552,703090,766209
1208,"Nantucket County,  Massachusetts",25019,977083,1066641,1105814,1090267,1188144
1209,"Worcester County,  Massachusetts",25027,277710,298789,307391,326786,350221
1210,"Barnstable County,  Massachusetts",25001,399589,425469,431385,430903,463040
1211,"Essex County,  Massachusetts",25009,414092,428623,464396,485464,512786
1212,"Middlesex County,  Massachusetts",25017,498591,540880,567676,594365,627816
1213,"Norfolk County,  Massachusetts",25021,474702,500396,518595,537098,567326
1214,"Plymouth County,  Massachusetts",25023,375824,389091,405707,413489,436761
1215,"Suffolk County,  Massachusetts",25025,478241,525342,561828,619504,654370
1216,"Bristol County,  Massachusetts",25005,300083,321599,333782,347038,371462
1217,"Hampden County,  Massachusetts",25013,209021,219346,228074,237528,252132
1218,"Bay County,  Michigan",26017,97301,108136,106486,118414,125899
1219,"Genesee County,  Michigan",26049,109204,118236,125254,136611,145380
1220,"Monroe County,  Michigan",26115,158026,176566,174357,182637,191069
1221,"Alcona County,  Michigan",26001,112178,101025,106097,117315,124778
1222,"Alger County,  Michigan",26003,133922,125229,131293,142663,151738
1223,"Allegan County,  Michigan",26005,165485,168376,180939,198179,210785
1224,"Alpena County,  Michigan",26007,107345,98920,101632,101079,107509
1225,"Antrim County,  Michigan",26009,161881,159431,167544,168117,178811
1226,"Arenac County,  Michigan",26011,100672,93553,95679,98880,105169
1227,"Baraga County,  Michigan",26013,101362,97973,109180,107050,113860
1228,"Benzie County,  Michigan",26019,172580,170691,182853,194303,206663
1229,"Branch County,  Michigan",26023,109531,102814,110668,115011,122327
1230,"Charlevoix County,  Michigan",26029,176033,167113,173179,174192,185273
1231,"Cheboygan County,  Michigan",26031,129320,123019,132994,137112,145834
1232,"Chippewa County,  Michigan",26033,122303,116916,119386,124752,132688
1233,"Clare County,  Michigan",26035,91813,89449,93978,95423,101493
1234,"Crawford County,  Michigan",26039,111372,96710,107798,109983,116979
1235,"Delta County,  Michigan",26041,117240,111443,117472,119724,127340
1236,"Dickinson County,  Michigan",26043,99291,96921,105885,106631,113414
1237,"Emmet County,  Michigan",26047,187653,180057,189550,195769,208223
1238,"Gladwin County,  Michigan",26051,112868,105761,111306,115220,122549
1239,"Gogebic County,  Michigan",26053,79157,73769,74311,70284,74755
1240,"Grand Traverse County,  Michigan",26055,192180,208365,234094,253275,269387
1241,"Gratiot County,  Michigan",26057,102283,96921,100250,99927,106284
1242,"Hillsdale County,  Michigan",26059,113559,111127,119067,125799,133802
1243,"Houghton County,  Michigan",26061,107921,107760,113645,113858,121101
1244,"Huron County,  Michigan",26063,106885,101236,103439,108831,115754
1245,"Iosco County,  Michigan",26069,98256,93658,96848,96994,103164
1246,"Iron County,  Michigan",26071,85600,80715,82709,81387,86564
1247,"Isabella County,  Michigan",26073,136078,143224,147983,144340,153521
1248,"Kalkaska County,  Michigan",26079,113098,110812,115027,121400,129122
1249,"Keweenaw County,  Michigan",26083,117355,100815,120662,126847,134916
1250,"Lake County,  Michigan",26085,91467,85029,89725,92176,98040
1251,"Leelanau County,  Michigan",26089,278316,261929,272472,281137,299021
1252,"Lenawee County,  Michigan",26091,134124,149223,150747,151148,160763
1253,"Luce County,  Michigan",26095,85370,87555,89088,91338,97148
1254,"Mackinac County,  Michigan",26097,139560,131648,143518,143082,152184
1255,"Manistee County,  Michigan",26101,123223,122282,128529,131351,139706
1256,"Marquette County,  Michigan",26103,166570,163009,166375,157747,167781
1257,"Mason County,  Michigan",26105,137950,133227,146389,148110,157532
1258,"Mecosta County,  Michigan",26107,127135,120704,125127,127161,135250
1259,"Menominee County,  Michigan",26109,107460,100920,101845,106421,113191
1260,"Midland County,  Michigan",26111,150293,147539,155425,159527,169676
1261,"Missaukee County,  Michigan",26113,118735,112706,118429,124333,132242
1262,"Montcalm County,  Michigan",26117,108266,106287,114177,119305,126894
1263,"Montmorency County,  Michigan",26119,104928,98710,106310,107574,114417
1264,"Oceana County,  Michigan",26127,119886,111864,119280,124437,132353
1265,"Ogemaw County,  Michigan",26129,99981,94290,99293,102860,109403
1266,"Ontonagon County,  Michigan",26131,79272,73138,72610,73322,77986
1267,"Osceola County,  Michigan",26133,103894,96184,99400,103174,109737
1268,"Oscoda County,  Michigan",26135,92734,87765,92277,94794,100825
1269,"Otsego County,  Michigan",26137,140021,130596,144050,146120,155415
1270,"Presque Isle County,  Michigan",26141,106885,102919,108755,110402,117425
1271,"Roscommon County,  Michigan",26143,105159,98920,109180,113334,120544
1272,"St. Joseph County,  Michigan",26149,121842,117021,122363,128104,136253
1273,"Sanilac County,  Michigan",26151,109071,106603,113114,116477,123886
1274,"Schoolcraft County,  Michigan",26153,102398,110496,116197,115115,122438
1275,"Shiawassee County,  Michigan",26155,122730,140173,132994,144968,154190
1276,"Tuscola County,  Michigan",26157,107806,103972,107692,108935,115865
1277,"Wexford County,  Michigan",26165,105619,101551,106522,113439,120656
1278,"Calhoun County,  Michigan",26025,108964,120502,113840,121960,131487
1279,"Lapeer County,  Michigan",26087,172786,176329,201379,200614,212354
1280,"Livingston County,  Michigan",26093,250522,270128,271038,288910,305816
1281,"Macomb County,  Michigan",26099,166419,178690,185864,198401,210012
1282,"Oakland County,  Michigan",26125,242815,261650,273254,278268,294552
1283,"St. Clair County,  Michigan",26147,146314,166241,170349,178698,189156
1284,"Wayne County,  Michigan",26163,103202,122776,127392,141505,149785
1285,"Kalamazoo County,  Michigan",26077,160432,168215,171744,182185,192292
1286,"Van Buren County,  Michigan",26159,131910,144548,157598,161930,170914
1287,"Washtenaw County,  Michigan",26161,261463,275909,291488,304124,316900
1288,"Cass County,  Michigan",26027,138571,137173,142711,152020,160480
1289,"Berrien County,  Michigan",26021,154971,155258,161603,166411,174483
1290,"Saginaw County,  Michigan",26145,96741,110276,112743,114363,120661
1291,"Barry County,  Michigan",26015,175676,157316,162577,167851,180070
1292,"Ionia County,  Michigan",26067,143461,125810,129344,139664,149831
1293,"Kent County,  Michigan",26081,175720,186995,199502,213523,229067
1294,"Newaygo County,  Michigan",26123,132376,112369,117317,128538,137895
1295,"Clinton County,  Michigan",26037,171684,188566,185083,201481,213278
1296,"Eaton County,  Michigan",26045,161506,166100,175966,177919,188336
1297,"Ingham County,  Michigan",26065,137280,143101,151268,153519,162508
1298,"Jackson County,  Michigan",26075,139266,138586,146229,151053,158919
1299,"Muskegon County,  Michigan",26121,119464,130614,133214,140254,148569
1300,"Clay County,  Minnesota",27027,196024,177145,187809,201410,207095
1301,"Houston County,  Minnesota",27055,182749,172566,174371,178843,186680
1302,"Blue Earth County,  Minnesota",27013,182673,195920,200165,204527,213643
1303,"Nicollet County,  Minnesota",27103,192763,187897,189943,199232,208112
1304,"Polk County,  Minnesota",27119,168006,152469,164694,167433,170969
1305,"Aitkin County,  Minnesota",27001,186133,177419,182385,191162,201278
1306,"Becker County,  Minnesota",27005,195753,190832,196189,207023,217978
1307,"Beltrami County,  Minnesota",27007,166446,160442,164188,169667,178645
1308,"Big Stone County,  Minnesota",27011,106153,101651,102382,102155,107560
1309,"Brown County,  Minnesota",27015,140383,141788,142018,148067,155902
1310,"Cass County,  Minnesota",27021,192398,187270,191065,202641,213363
1311,"Chippewa County,  Minnesota",27023,112530,109511,119847,124902,131512
1312,"Clearwater County,  Minnesota",27029,129980,128689,129468,143163,150738
1313,"Cook County,  Minnesota",27031,271145,252977,264479,250535,263792
1314,"Cottonwood County,  Minnesota",27033,97541,93687,94957,98294,103495
1315,"Crow Wing County,  Minnesota",27035,199556,197120,203301,205458,216329
